GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017,H76001,H76002,H76003,H76004,H76005,H76006,H76007,H76008,H76009,H76010,H76011,H76012,H76013,H76014,H76015,H76016,H76017,H76018,H76019,H76020,H76021,H76022,H76023,H76024,H76025,H76026,H76027,H76028,H76029,H76030,H76031,H76032,H76033,H76034,H76035,H76036,H76037,H76038,H76039,H76040,H76041,H76042,H76043,H76044,H76045,H76046,H76047,H76048,H76049
"G20012101007003","2010","2","4","Kansas","20","Miami County","121",,,"100700","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,850,850,829,0,829,21,0,850,824,785,7,14,1,0,0,17,26,18,0,4,0,0,2,2,850,409,39,37,38,22,14,6,8,13,36,28,24,27,25,39,12,8,10,3,2,8,4,5,1,441,39,42,41,18,9,17,6,18,39,29,27,34,34,27,15,1,9,0,6,14,8,6,2
"G20012101007004","2010","2","4","Kansas","20","Miami County","121",,,"100700","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,669,669,669,0,669,0,0,669,658,595,24,10,4,0,0,25,11,8,0,0,0,0,2,1,669,305,34,32,23,13,14,2,5,12,22,19,17,24,23,26,12,7,4,2,3,3,3,2,3,364,31,30,40,23,14,5,5,15,30,17,31,25,19,24,18,3,9,2,5,8,2,4,4
"G20012101007005","2010","2","4","Kansas","20","Miami County","121",,,"100700","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,618,618,618,0,618,0,0,618,599,583,11,2,0,0,0,3,19,7,0,0,0,0,11,1,618,301,34,22,29,8,4,4,7,6,22,15,17,22,26,23,14,5,9,4,5,7,4,8,6,317,22,20,31,18,4,2,6,12,24,14,26,15,26,18,27,5,9,1,3,12,8,5,9
"G20012101007006","2010","2","4","Kansas","20","Miami County","121",,,"100700","6",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 6",,1116,1116,1057,0,1057,59,0,1116,1092,1030,25,2,3,0,4,28,24,15,0,0,0,0,8,1,1116,500,37,35,32,29,10,8,5,10,23,32,20,34,44,31,31,11,9,8,16,13,18,23,21,616,40,39,50,25,12,4,4,10,33,32,24,31,42,39,31,12,16,10,16,28,24,30,64
"G20012101007007","2010","2","4","Kansas","20","Miami County","121",,,"100700","7",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 7",,937,937,2,0,2,935,0,937,911,882,2,2,0,0,3,22,26,18,0,1,0,0,5,2,937,478,26,26,35,26,14,6,6,9,18,15,25,39,42,54,38,11,14,14,8,19,23,7,3,459,22,31,34,25,11,0,6,9,18,18,25,39,47,39,38,11,19,5,15,23,14,8,2
"G20012301766001","2010","2","4","Kansas","20","Mitchell County","123",,,"176600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1121,1121,463,0,463,658,0,1121,1102,1089,1,3,3,0,1,5,19,11,0,0,0,0,8,0,1121,587,41,26,28,18,22,7,6,12,45,29,32,31,48,43,48,15,31,16,18,23,22,16,10,534,25,30,28,22,10,4,3,15,26,27,27,17,37,58,41,16,26,11,18,23,33,20,17
"G20012301766002","2010","2","4","Kansas","20","Mitchell County","123",,,"176600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,861,861,775,0,775,86,0,861,855,845,2,1,4,0,0,3,6,4,0,1,0,0,1,0,861,432,25,32,28,16,10,11,3,13,23,17,29,32,29,30,37,19,15,4,14,20,11,9,5,429,23,30,35,14,8,4,3,9,25,18,29,25,30,44,28,11,19,8,11,17,15,14,9
"G20012301766003","2010","2","4","Kansas","20","Mitchell County","123",,,"176600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,831,831,831,0,831,0,0,831,824,812,1,6,0,2,0,3,7,6,0,0,0,0,1,0,831,398,30,26,29,15,10,4,0,9,24,22,18,22,23,30,29,12,17,8,17,23,17,10,3,433,26,24,34,20,4,1,3,16,19,16,21,22,27,39,35,19,17,8,14,22,19,14,13
"G20012301766004","2010","2","4","Kansas","20","Mitchell County","123",,,"176600","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,1040,1040,593,0,593,447,0,1040,1033,1018,1,5,2,0,0,7,7,3,0,0,0,0,1,3,1040,543,21,22,28,22,87,19,9,13,32,18,20,23,33,29,32,13,16,6,12,22,19,20,27,497,25,19,24,11,6,4,1,12,24,18,16,21,28,35,19,16,20,10,9,17,31,38,93
"G20012301766005","2010","2","4","Kansas","20","Mitchell County","123",,,"176600","5",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 5",,633,633,633,0,633,0,0,633,620,599,5,2,0,3,0,11,13,7,0,0,0,0,1,5,633,296,21,14,27,11,13,12,4,10,27,17,14,15,23,19,18,7,9,6,3,5,8,6,7,337,26,20,24,21,11,4,7,15,22,14,18,17,25,15,21,11,8,6,9,4,14,13,12
"G20012301767001","2010","2","4","Kansas","20","Mitchell County","123",,,"176700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,765,765,0,0,0,765,0,765,764,756,0,2,4,0,0,2,1,1,0,0,0,0,0,0,765,393,19,27,29,16,7,4,1,5,21,11,17,18,34,38,39,12,17,7,11,19,21,11,9,372,21,21,23,12,11,2,2,5,13,10,18,22,30,31,35,14,16,6,10,16,26,17,11
"G20012301767002","2010","2","4","Kansas","20","Mitchell County","123",,,"176700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1122,1122,0,0,0,1122,0,1122,1102,1078,3,4,6,0,0,11,20,15,0,0,0,0,4,1,1122,569,37,33,30,17,11,1,4,13,34,34,25,23,53,50,50,15,26,9,17,24,33,21,9,553,38,35,31,17,8,3,4,15,29,25,23,29,37,42,47,14,21,10,24,22,25,29,25
"G20012509501001","2010","2","4","Kansas","20","Montgomery County","125",,,"950100","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,625,625,0,0,0,625,0,625,620,589,2,9,0,1,2,17,5,3,0,0,0,0,2,0,625,331,25,22,14,22,3,5,2,6,19,16,17,15,20,30,24,9,15,12,12,16,9,9,9,294,16,13,9,12,7,2,1,12,15,5,15,14,18,35,26,8,19,7,13,16,10,13,8
"G20012509501002","2010","2","4","Kansas","20","Montgomery County","125",,,"950100","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,764,764,0,0,0,764,0,764,738,703,8,11,1,0,0,15,26,17,0,5,0,1,2,1,764,382,22,20,26,17,13,5,6,9,12,16,13,17,37,41,29,6,14,7,15,23,16,10,8,382,23,24,21,12,2,4,1,11,20,14,14,29,35,31,25,18,14,3,16,26,16,9,14
"G20012509501003","2010","2","4","Kansas","20","Montgomery County","125",,,"950100","3",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 3",,737,737,0,0,0,737,0,737,736,702,6,14,2,0,1,11,1,1,0,0,0,0,0,0,737,374,9,21,31,18,7,4,1,11,18,9,18,34,33,31,31,13,15,9,14,17,19,8,3,363,11,23,41,19,6,3,1,6,11,14,24,25,29,27,30,7,20,6,9,20,21,6,4
"G20012509502001","2010","2","4","Kansas","20","Montgomery County","125",,,"950200","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,717,717,0,0,0,717,0,717,700,679,1,6,2,1,0,11,17,11,0,1,0,0,4,1,717,362,37,25,29,19,11,6,1,11,21,19,14,25,23,26,18,8,11,3,7,16,16,8,8,355,20,21,22,6,6,1,5,14,16,15,27,17,16,23,19,5,12,12,16,20,10,24,28
"G20012509502002","2010","2","4","Kansas","20","Montgomery County","125",,,"950200","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,1050,1050,0,0,0,1050,0,1050,1024,975,14,17,4,0,0,14,26,17,0,1,0,0,3,5,1050,516,36,38,46,19,15,4,8,16,34,30,42,27,28,42,29,18,19,7,16,20,9,7,6,534,35,40,36,24,17,4,12,18,25,30,32,29,46,37,29,16,19,14,19,20,8,10,14
"G20012509502003","2010","2","4","Kansas","20","Montgomery County","125",,,"950200","3",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 3",,959,959,0,0,0,959,0,959,902,869,8,7,1,3,0,14,57,30,0,2,0,0,14,11,959,476,41,41,37,24,9,7,4,15,22,33,31,31,42,40,30,6,11,6,15,14,6,6,5,483,36,48,25,18,16,6,4,12,33,33,28,23,44,27,25,17,12,10,16,15,8,13,14
"G20012509503001","2010","2","4","Kansas","20","Montgomery County","125",,,"950300","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,2205,2205,1794,0,1794,411,0,2205,2117,1921,104,17,25,1,9,40,88,48,2,0,2,0,17,19,2205,1038,97,64,66,59,22,7,11,31,53,42,43,54,62,80,74,26,40,22,32,48,41,30,34,1167,78,79,55,41,30,10,15,26,68,52,58,58,80,67,84,34,54,22,40,60,48,40,68
"G20012509503002","2010","2","4","Kansas","20","Montgomery County","125",,,"950300","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,827,827,712,0,712,115,0,827,771,707,14,17,9,0,0,24,56,42,0,0,0,0,8,6,827,396,27,20,27,17,9,3,1,15,18,23,23,20,31,28,37,14,17,7,13,14,11,12,9,431,20,31,19,13,9,0,4,7,25,27,19,28,25,29,41,10,14,9,22,27,20,14,18
"G20012509503003","2010","2","4","Kansas","20","Montgomery County","125",,,"950300","3",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 3",,1157,1157,1157,0,1157,0,0,1157,1060,972,31,11,15,1,0,30,97,33,1,6,1,0,40,16,1157,561,46,55,44,25,16,10,3,20,42,31,32,40,37,32,33,11,13,9,15,13,11,14,9,596,55,41,29,14,14,7,11,11,51,45,32,28,40,42,45,12,12,14,14,24,14,25,16
"G20012509504001","2010","2","4","Kansas","20","Montgomery County","125",,,"950400","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,1004,1004,1004,0,1004,0,0,1004,953,830,51,16,11,1,0,44,51,17,0,0,0,0,11,23,1004,515,44,34,42,22,9,6,7,24,44,30,41,39,38,40,33,7,18,7,13,7,3,2,5,489,35,44,38,16,8,4,3,20,38,31,30,29,47,33,31,12,10,4,6,19,11,6,14
"G20012509504002","2010","2","4","Kansas","20","Montgomery County","125",,,"950400","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,970,970,970,0,970,0,0,970,892,773,60,29,1,0,0,29,78,52,0,0,0,0,22,4,970,514,42,36,20,19,11,9,7,33,48,57,27,37,50,21,26,8,17,6,13,14,4,7,2,456,34,37,29,12,13,5,6,18,40,26,26,27,32,31,32,15,11,8,13,9,6,11,15
"G20012509505001","2010","2","4","Kansas","20","Montgomery County","125",,,"950500","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,1486,1486,1398,0,1398,88,0,1486,1373,1084,188,21,10,1,1,68,113,45,4,5,0,0,46,13,1486,722,73,64,49,29,20,6,14,31,69,52,47,48,44,56,28,18,12,8,10,20,10,10,4,764,91,50,44,31,23,13,17,47,57,49,30,44,65,53,29,15,12,17,19,14,18,14,12
"G20012509506001","2010","2","4","Kansas","20","Montgomery County","125",,,"950600","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,488,488,487,0,487,1,0,488,461,391,31,6,7,0,2,24,27,7,0,8,0,0,12,0,488,236,23,18,14,13,9,5,6,14,15,15,10,14,21,13,13,3,6,5,5,0,4,3,7,252,23,21,12,13,3,2,3,9,23,13,14,19,19,24,17,4,2,5,5,3,8,6,4
"G20012509506002","2010","2","4","Kansas","20","Montgomery County","125",,,"950600","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,998,998,994,0,994,4,0,998,957,855,51,8,8,0,0,35,41,20,0,1,0,0,19,1,998,447,45,31,41,19,8,5,4,16,34,23,24,24,36,15,27,7,15,9,15,14,12,13,10,551,35,35,25,17,14,3,7,20,35,23,23,34,31,34,21,6,18,13,18,24,30,31,54
"G20012509506003","2010","2","4","Kansas","20","Montgomery County","125",,,"950600","3",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 3",,1005,1005,1005,0,1005,0,0,1005,915,750,94,19,3,0,5,44,90,30,4,4,0,0,37,15,1005,501,42,42,37,20,12,11,11,13,32,29,29,34,40,36,41,8,12,3,13,11,7,10,8,504,31,45,33,17,11,8,5,21,29,36,24,30,31,40,35,13,10,8,13,7,17,9,31
"G20012509506004","2010","2","4","Kansas","20","Montgomery County","125",,,"950600","4",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 4",,1481,1481,438,0,438,1043,0,1481,1433,1286,84,14,5,0,4,40,48,24,2,0,0,0,16,6,1481,770,35,42,42,24,116,29,8,21,30,36,39,38,53,52,52,18,24,20,23,28,15,12,13,711,40,46,42,26,44,19,7,19,25,38,32,40,49,71,51,23,23,19,23,21,24,14,15
"G20012509507001","2010","2","4","Kansas","20","Montgomery County","125",,,"950700","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,676,676,0,0,0,676,0,676,675,606,2,37,0,1,0,29,1,0,0,1,0,0,0,0,676,351,14,30,16,9,9,1,4,8,18,18,11,20,30,21,34,14,20,8,17,23,14,6,6,325,22,23,10,10,8,1,5,9,12,12,24,17,25,29,29,11,19,5,17,17,9,6,5
"G20012509507002","2010","2","4","Kansas","20","Montgomery County","125",,,"950700","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,722,722,0,0,0,722,0,722,704,665,12,5,1,0,1,20,18,13,0,4,0,0,1,0,722,366,20,27,30,18,9,3,3,9,11,15,14,23,33,36,30,13,15,6,19,9,9,6,8,356,20,26,26,15,11,4,3,5,12,13,21,30,31,25,34,12,8,9,18,11,9,3,10
"G20012509507003","2010","2","4","Kansas","20","Montgomery County","125",,,"950700","3",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 3",,704,704,0,0,0,704,0,704,696,648,7,13,0,0,0,28,8,8,0,0,0,0,0,0,704,365,18,22,23,17,11,4,3,7,15,17,15,22,23,32,37,14,13,15,11,15,13,9,9,339,13,17,18,13,11,2,4,6,14,16,18,21,26,24,38,10,24,3,16,13,14,14,4
"G20012509507004","2010","2","4","Kansas","20","Montgomery County","125",,,"950700","4",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 4",,786,786,0,0,0,786,0,786,780,677,8,35,1,0,0,59,6,3,0,2,0,0,1,0,786,390,14,36,18,21,9,5,6,10,7,19,23,21,29,41,45,12,19,6,12,15,12,5,5,396,22,16,28,19,14,2,5,2,15,27,13,21,42,43,40,14,16,10,15,15,7,4,6
"G20012509507005","2010","2","4","Kansas","20","Montgomery County","125",,,"950700","5",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 5",,1065,1065,0,0,0,1065,0,1065,1052,908,11,51,2,0,0,80,13,6,0,2,0,0,2,3,1065,549,31,28,34,26,12,5,1,12,25,31,36,39,37,62,44,13,23,11,23,21,14,14,7,516,24,23,30,25,11,3,5,8,23,30,33,30,45,40,39,5,28,13,19,27,27,14,14
"G20012509508001","2010","2","4","Kansas","20","Montgomery County","125",,,"950800","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,702,702,317,0,317,385,0,702,673,601,13,30,8,1,0,20,29,18,0,0,0,0,9,2,702,350,21,29,30,12,10,2,1,14,10,16,23,21,19,23,25,10,17,9,7,20,12,9,10,352,17,13,30,20,6,5,1,7,12,22,26,28,20,27,31,3,18,8,14,17,8,14,5
"G20012509508002","2010","2","4","Kansas","20","Montgomery County","125",,,"950800","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,669,669,4,0,4,665,0,669,643,567,15,28,20,1,0,12,26,13,2,0,0,0,10,1,669,338,12,15,22,15,6,5,1,4,8,10,19,31,29,31,33,7,11,14,17,20,14,7,7,331,17,16,23,11,9,2,1,4,12,15,17,25,24,32,31,5,20,9,19,14,10,9,6
"G20012509508003","2010","2","4","Kansas","20","Montgomery County","125",,,"950800","3",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 3",,1674,1674,1454,0,1454,220,0,1674,1612,1409,60,71,7,1,1,63,62,52,1,0,0,0,6,3,1674,727,32,53,27,25,15,5,3,9,36,38,45,35,42,50,62,26,37,20,22,44,28,30,43,947,35,52,43,23,18,7,3,15,36,38,40,32,54,58,58,21,40,22,42,46,50,60,154
"G20012509508004","2010","2","4","Kansas","20","Montgomery County","125",,,"950800","4",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 4",,902,902,902,0,902,0,0,902,875,754,25,33,14,0,1,48,27,21,0,0,0,0,4,2,902,402,25,40,26,19,9,7,7,14,26,26,25,22,23,26,22,11,11,7,6,16,8,13,13,500,40,23,32,16,20,5,7,19,29,24,25,25,38,24,30,15,12,10,13,20,21,25,27
"G20012509508005","2010","2","4","Kansas","20","Montgomery County","125",,,"950800","5",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 5",,924,924,336,0,336,588,0,924,903,720,33,61,2,2,0,85,21,11,0,3,0,0,2,5,924,460,34,33,41,22,9,9,2,18,29,27,18,20,31,24,42,16,12,7,16,20,10,9,11,464,43,29,25,12,13,5,1,22,38,32,17,24,24,36,37,8,17,9,12,13,18,14,15
"G20012509509001","2010","2","4","Kansas","20","Montgomery County","125",,,"950900","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,661,661,661,0,661,0,0,661,607,247,286,21,9,0,5,39,54,9,4,0,0,0,29,12,661,300,52,22,20,13,9,8,5,11,24,19,20,11,13,20,11,3,11,7,3,8,2,5,3,361,39,29,18,21,15,5,13,20,28,25,21,19,17,19,10,4,18,5,10,11,6,3,5
"G20012509509002","2010","2","4","Kansas","20","Montgomery County","125",,,"950900","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,602,602,198,0,198,404,0,602,577,456,39,40,6,0,0,36,25,16,0,0,0,0,4,5,602,289,13,17,24,13,8,1,2,6,18,17,13,18,18,23,20,9,11,8,17,11,7,5,10,313,17,26,14,13,5,1,0,11,15,13,15,19,25,23,24,13,17,5,16,15,9,7,10
"G20012509510001","2010","2","4","Kansas","20","Montgomery County","125",,,"951000","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,720,720,720,0,720,0,0,720,618,445,92,34,1,0,0,46,102,39,0,12,0,0,41,10,720,348,32,29,18,15,13,9,11,20,17,21,20,19,28,23,25,4,9,7,6,6,6,4,6,372,29,28,19,22,10,6,3,16,27,21,25,23,23,21,15,8,9,6,14,12,15,13,7
"G20012509510002","2010","2","4","Kansas","20","Montgomery County","125",,,"951000","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,934,934,934,0,934,0,0,934,848,549,201,32,8,1,1,56,86,27,7,0,0,0,40,12,934,487,24,11,18,5,157,76,22,15,22,22,19,19,15,18,13,7,4,1,4,6,5,2,2,447,24,22,15,14,123,49,13,16,22,18,16,16,19,14,17,2,6,5,6,10,9,5,6
"G20012509510003","2010","2","4","Kansas","20","Montgomery County","125",,,"951000","3",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 3",,580,580,580,0,580,0,0,580,531,415,62,31,1,0,0,22,49,6,0,1,0,0,39,3,580,269,12,14,13,2,5,4,12,9,14,15,15,18,16,31,21,5,11,7,10,13,6,11,5,311,15,13,8,6,7,5,1,6,15,14,14,8,20,26,20,11,16,11,10,25,18,20,22
"G20012509511001","2010","2","4","Kansas","20","Montgomery County","125",,,"951100","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,559,559,559,0,559,0,0,559,527,371,71,33,0,2,0,50,32,7,2,0,0,0,13,10,559,291,18,21,33,10,11,9,2,10,25,21,13,19,18,21,15,5,8,4,7,9,5,4,3,268,25,12,14,5,12,4,5,15,16,23,15,25,13,16,17,5,9,2,3,9,11,7,5
"G20012509511002","2010","2","4","Kansas","20","Montgomery County","125",,,"951100","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,2203,2203,2203,0,2203,0,0,2203,2051,1597,205,102,9,2,0,136,152,64,4,10,0,0,59,15,2203,1062,71,74,68,55,34,19,19,33,88,71,57,48,74,76,70,26,31,16,24,37,35,18,18,1141,94,73,52,41,24,16,16,50,84,62,67,56,67,78,79,27,40,20,21,42,49,34,49
"G20012509512001","2010","2","4","Kansas","20","Montgomery County","125",,,"951200","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,633,633,633,0,633,0,0,633,549,389,68,41,3,0,0,48,84,41,0,3,0,0,39,1,633,318,26,15,22,10,14,7,8,20,37,20,20,22,23,20,14,3,9,7,3,7,3,2,6,315,23,26,17,14,11,8,10,15,24,16,19,15,24,16,20,5,6,5,6,10,10,6,9
"G20012509512002","2010","2","4","Kansas","20","Montgomery County","125",,,"951200","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,645,645,608,0,608,37,0,645,545,398,52,37,0,9,1,48,100,25,1,2,0,5,61,6,645,321,19,15,19,13,7,4,4,17,23,20,14,23,26,24,25,5,18,8,9,15,6,7,0,324,21,20,21,12,5,3,4,12,22,25,16,13,22,28,20,8,18,10,4,13,14,6,7
"G20012509513001","2010","2","4","Kansas","20","Montgomery County","125",,,"951300","1",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 1",,1266,1266,0,0,0,1266,0,1266,1201,1036,7,80,3,3,0,72,65,40,3,8,0,0,4,10,1266,618,53,41,58,37,18,7,6,17,44,43,29,37,38,45,35,15,20,11,19,20,7,11,7,648,37,52,48,31,14,9,2,24,48,41,35,44,59,43,32,15,22,12,15,20,26,10,9
"G20012509513002","2010","2","4","Kansas","20","Montgomery County","125",,,"951300","2",,,,,,,,,,"17700","99999","999",,,,,,,,,,,,,,"Block Group 2",,1371,1371,0,0,0,1371,0,1371,1308,1168,6,62,3,0,0,69,63,33,0,8,0,0,19,3,1371,662,49,50,34,29,26,12,12,25,44,31,40,35,50,56,39,8,20,9,7,31,27,12,16,709,43,37,43,34,20,6,12,27,53,29,40,32,51,54,33,20,18,22,25,27,29,28,26
"G20012709636001","2010","2","4","Kansas","20","Morris County","127",,,"963600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,602,602,0,0,0,602,0,602,598,584,0,3,2,0,0,9,4,3,0,0,0,0,1,0,602,328,14,13,23,9,7,3,2,7,14,8,16,23,27,26,31,21,13,7,18,13,13,13,7,274,10,12,18,10,3,1,4,6,6,13,14,23,23,23,27,15,13,10,13,12,4,10,4
"G20012709636002","2010","2","4","Kansas","20","Morris County","127",,,"963600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,515,515,0,0,0,515,0,515,496,478,4,5,2,0,0,7,19,9,0,0,0,0,1,9,515,260,15,12,17,12,8,3,2,5,12,13,10,11,27,20,23,9,8,4,9,9,4,14,13,255,10,17,14,9,9,2,2,8,7,11,11,12,30,15,26,4,6,9,9,12,12,11,9
"G20012709636003","2010","2","4","Kansas","20","Morris County","127",,,"963600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,750,750,0,0,0,750,0,750,732,710,5,8,2,0,0,7,18,9,0,1,0,0,8,0,750,385,29,26,27,24,13,4,6,10,20,19,17,21,41,26,25,9,12,4,11,11,22,4,4,365,15,32,29,18,5,2,4,8,26,13,32,24,30,25,27,6,15,7,10,10,12,4,11
"G20012709636004","2010","2","4","Kansas","20","Morris County","127",,,"963600","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,875,875,0,0,0,875,0,875,860,842,2,0,1,0,0,15,15,6,0,0,0,0,8,1,875,445,20,15,20,19,3,2,3,4,18,19,12,21,35,48,36,12,24,21,30,27,25,20,11,430,23,25,24,13,7,2,1,13,14,18,15,24,30,38,44,10,14,26,18,25,25,12,9
"G20012709636005","2010","2","4","Kansas","20","Morris County","127",,,"963600","5",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 5",,665,665,0,0,0,665,0,665,645,623,5,2,3,0,0,12,20,8,0,1,0,0,10,1,665,342,12,25,31,12,8,1,5,8,11,14,14,24,28,36,19,14,15,7,14,16,11,10,7,323,16,20,22,16,6,0,2,2,7,11,24,15,31,26,30,9,10,15,7,15,13,16,10
"G20012709637001","2010","2","4","Kansas","20","Morris County","127",,,"963700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,932,932,0,0,0,932,0,932,849,830,3,5,1,0,0,10,83,49,0,0,0,0,30,4,932,470,32,37,47,15,5,4,4,20,32,30,19,24,33,36,38,15,11,15,12,14,13,7,7,462,24,35,25,13,11,5,6,14,20,23,30,26,36,44,36,13,19,11,17,19,15,10,10
"G20012709637002","2010","2","4","Kansas","20","Morris County","127",,,"963700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,860,860,0,0,0,860,0,860,848,840,3,0,2,1,0,2,12,7,0,0,0,0,2,3,860,380,18,21,20,20,8,2,7,5,13,25,12,19,19,35,33,13,12,7,9,17,22,17,26,480,20,12,17,15,7,5,4,8,22,18,11,18,31,43,32,7,15,7,15,27,32,42,72
"G20012709637003","2010","2","4","Kansas","20","Morris County","127",,,"963700","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,724,724,0,0,0,724,0,724,683,665,3,3,1,0,0,11,41,24,0,0,0,0,13,4,724,345,26,17,25,23,4,6,9,7,25,22,9,18,31,26,27,7,11,7,6,14,11,7,7,379,23,28,22,9,11,3,2,14,23,13,12,24,30,32,18,8,19,5,12,17,21,13,20
"G20012909646001","2010","2","4","Kansas","20","Morton County","129",,,"964600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,940,940,0,0,0,940,0,940,774,741,11,3,2,0,0,17,166,81,0,5,0,4,71,5,940,475,33,30,39,26,17,3,4,11,17,21,29,34,35,37,37,9,15,17,19,13,14,7,8,465,23,35,49,23,10,4,2,17,19,17,38,25,28,39,32,9,24,9,17,13,13,9,10
"G20012909646002","2010","2","4","Kansas","20","Morton County","129",,,"964600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1017,1017,0,0,0,1017,0,1017,829,772,0,10,40,0,0,7,188,114,0,2,0,0,65,7,1017,471,30,38,30,23,12,2,10,13,30,22,38,21,34,31,25,9,15,7,13,21,11,13,23,546,33,35,34,22,11,3,3,16,36,25,25,23,33,33,34,7,15,8,24,21,20,25,60
